ids,label,phaidra
"['https://www.wikidata.org/wiki/Q5492403', 'https://viaf.org/viaf/81769245/', 'https://data.cerl.org/thesaurus/cnp01175875']","Gansneb Tengnagel, Frans",https://pid.phaidra.org/vocabulary/JTV0-FVBA
['https://www.wikidata.org/wiki/Q380814'],Aelius Everardus Vorstius,https://pid.phaidra.org/vocabulary/KWZE-PHPB
[],Georgius Faeschenprandus Viennensis,https://pid.phaidra.org/vocabulary/CDZH-NCPU
"['https://www.wikidata.org/wiki/Q1692599', 'https://data.cerl.org/thesaurus/cnp02031529', 'https://viaf.org/viaf/62325026/']","Werdenberg, Johann Baptist von",https://pid.phaidra.org/vocabulary/DJ25-KMP8
"['https://www.wikidata.org/wiki/Q188634', 'https://data.cerl.org/thesaurus/cnp01467023', 'https://viaf.org/viaf/4938768/']",Matthias Corvinus,https://pid.phaidra.org/vocabulary/8QKX-3NDC
"['https://viaf.org/viaf/37071898/', 'https://www.wikidata.org/wiki/Q704178', 'https://data.cerl.org/thesaurus/cnp00122390']",Henri II de Lorraine,https://pid.phaidra.org/vocabulary/8P6Z-8XZ8
"['https://data.cerl.org/thesaurus/cnp00985464', 'http://viaf.org/viaf/72503315']","Bonacina, Martino",https://pid.phaidra.org/vocabulary/6NXZ-98Z4
[],"Le Grand, Henri",https://pid.phaidra.org/vocabulary/XCAD-JF7G
[],"Van Lo, Henricus",https://pid.phaidra.org/vocabulary/F0J8-YV26
"['https://viaf.org/viaf/112670997/', 'https://www.wikidata.org/wiki/Q1291511', 'https://data.cerl.org/thesaurus/cnp00994708']",Mesue,https://pid.phaidra.org/vocabulary/CJTY-H22F
['https://opac.sbn.it/risultati-autori/-/opac-autori/detail/VEAV052505?core=autoriall'],"Riccardi, Vincenzo",https://pid.phaidra.org/vocabulary/SPZY-VHQ7
"['https://www.wikidata.org/wiki/Q27588113', 'https://data.cerl.org/thesaurus/cnp01468066', 'https://viaf.org/viaf/44477115/']","Rader, Matthäus",https://pid.phaidra.org/vocabulary/P3T7-VBYA
"['https://www.wikidata.org/wiki/Q1322262', 'https://viaf.org/viaf/315941437/', 'https://data.cerl.org/thesaurus/cnp01150243']","Fürstenberg, Wratislav von",https://pid.phaidra.org/vocabulary/Z8SY-SY2E
[],"Bracheln, Peter",https://pid.phaidra.org/vocabulary/VB1X-5AKG
[],"Klosus, Georgius",https://pid.phaidra.org/vocabulary/5WZW-WD93
['https://www.treccani.it/enciclopedia/francesco-crescenzi_%28Dizionario-Biografico%29/'],"Crescenzi, Francesco",https://pid.phaidra.org/vocabulary/QC5X-Q0Y6
"['https://data.cerl.org/thesaurus/cnp01009863', 'https://viaf.org/viaf/34889786/', 'https://www.wikidata.org/wiki/Q81916153']","Otto, Julius Konrad",https://pid.phaidra.org/vocabulary/ER35-KHBW
[],Widow of Levinus Hulsius,https://pid.phaidra.org/vocabulary/A9T3-1RFV
"['https://viaf.org/viaf/49358074/', 'https://www.wikidata.org/wiki/Q311462', 'https://data.cerl.org/thesaurus/cnp00945623']",Abū' l-Fidā',https://pid.phaidra.org/vocabulary/2KC5-YBBW
[],"Schilling, Erasmus",https://pid.phaidra.org/vocabulary/DVAH-K4Y2
"['https://viaf.org/viaf/29547503/', 'https://www.wikidata.org/wiki/Q192315', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200001%202277%208567', 'https://data.cerl.org/thesaurus/cnp00394846']","Gassendi, Pierre",https://pid.phaidra.org/vocabulary/VK7C-KXRN
[],Erpenius' wife,https://pid.phaidra.org/vocabulary/35BG-5JFT
[],Eberstein,https://pid.phaidra.org/vocabulary/JD1B-8N3W
[],Sirtori,https://pid.phaidra.org/vocabulary/2T9G-Y6QT
['https://www.wikidata.org/wiki/Q3708255'],Seljuk,https://pid.phaidra.org/vocabulary/CMKF-PJWZ
"['https://data.cerl.org/thesaurus/cnp00127773', 'https://www.wikidata.org/wiki/Q8005308', 'https://viaf.org/viaf/154145857937023021587/']","Bedell, William",https://pid.phaidra.org/vocabulary/JR4Z-DDMV
"['https://www.wikidata.org/wiki/Q6072430', 'https://islamansiklopedisi.org.tr/necati-bey']",İsa Necati,https://pid.phaidra.org/vocabulary/ZKHM-QZAT
['https://www.wikidata.org/wiki/Q180123'],Fatima,https://pid.phaidra.org/vocabulary/4M6S-2NBT
"['https://viaf.org/viaf/95147534/', 'https://www.wikidata.org/wiki/Q160441', 'https://data.cerl.org/thesaurus/cnp01466970']",Rabanus Maurus,https://pid.phaidra.org/vocabulary/QVRM-M665
[],"Borelius, Johannes",https://pid.phaidra.org/vocabulary/YBQ9-9ZGB
"['https://data.cerl.org/thesaurus/cnp01195986', 'https://viaf.org/viaf/32805500/', 'https://www.wikidata.org/wiki/Q94880416']","Tengnagel, Sebastian",https://pid.phaidra.org/vocabulary/ZANS-WJPU
[],Ring,https://pid.phaidra.org/vocabulary/2HTJ-0WEW
[],Hirschel,https://pid.phaidra.org/vocabulary/ESBP-5H3C
['https://data.bnf.fr/12554733/jacques-marie_d__amboise/'],"d'Amboise, Jacques-Marie",https://pid.phaidra.org/vocabulary/RZ0G-ZEJE
[],"Cavellat, Guillaume",https://pid.phaidra.org/vocabulary/WSPD-BF53
[],"Barthia, Eva",https://pid.phaidra.org/vocabulary/KXCT-6D1K
[],"Amama, Sixstinus",https://pid.phaidra.org/vocabulary/KE1R-VWM1
"['https://viaf.org/viaf/27413774/', 'https://data.cerl.org/thesaurus/cnp00134282', 'https://www.wikidata.org/wiki/Q41337']",Don Juan de Persia,https://pid.phaidra.org/vocabulary/VB65-YDGE
[],"Lang, Johannes",https://pid.phaidra.org/vocabulary/ZZTN-Z9NK
[],P. Flavius,https://pid.phaidra.org/vocabulary/QC2W-7VH2
[],"Günter, Martin II",https://pid.phaidra.org/vocabulary/2CZM-PB6T
[],Cyprianus Vermilius,https://pid.phaidra.org/vocabulary/W7EW-F5V7
"['http://viaf.org/viaf/69705398', 'https://data.cerl.org/thesaurus/cnp01086081']","Welser, Matthäus",https://pid.phaidra.org/vocabulary/QHRB-S9PM
"['https://data.cerl.org/thesaurus/cnp00465294', 'https://www.wikidata.org/wiki/Q53679409', 'https://viaf.org/viaf/72296146/']","Neudorffer, Anton",https://pid.phaidra.org/vocabulary/H3TP-JWRN
"['https://www.wikidata.org/wiki/Q3828133', 'https://viaf.org/viaf/32051782/', 'https://data.cerl.org/thesaurus/cnp01334837']","Beyerlinck, Lawrence",https://pid.phaidra.org/vocabulary/83K0-85TE
[],Virgil,https://pid.phaidra.org/vocabulary/5DK3-7SPA
"['https://data.cerl.org/thesaurus/cnp00396120', 'https://viaf.org/viaf/310526579/', 'https://www.wikidata.org/wiki/Q189597']",Philo of Alexandria,https://pid.phaidra.org/vocabulary/6ANR-SXD6
[],"De Sliger, Johann",https://pid.phaidra.org/vocabulary/VPS5-4T0K
[],Fridericus Calixtus,https://pid.phaidra.org/vocabulary/J2X8-PGSR
"['https://viaf.org/viaf/23076769/', 'https://data.cerl.org/thesaurus/cnp00968569', 'https://www.wikidata.org/wiki/Q1303050']","Salmuth, Johann",https://pid.phaidra.org/vocabulary/TESS-81CV
[],"Betularius, Bartholomäus",https://pid.phaidra.org/vocabulary/KAJ8-6Q34
"['https://data.cerl.org/thesaurus/cnp01272760', 'http://viaf.org/viaf/312159032867001182551']","Questenberg, Gerhard von",https://pid.phaidra.org/vocabulary/15TX-MWEC
"['https://www.wikidata.org/wiki/Q547901', 'https://viaf.org/viaf/100203633/', 'https://data.cerl.org/thesaurus/cnp01877174']","Meursius, Johannes",https://pid.phaidra.org/vocabulary/YN1X-WE6E
"['https://data.cerl.org/thesaurus/cnp00260940', 'https://www.wikidata.org/wiki/Q348458', 'https://viaf.org/viaf/22520676/']",Philip II,https://pid.phaidra.org/vocabulary/ZZDC-M91D
['https://www.wikidata.org/wiki/Q164889'],Manfred,https://pid.phaidra.org/vocabulary/AT8Q-Z1KX
"['https://www.wikidata.org/wiki/Q1392240', 'https://isni.org/isni/0000000116832053', 'https://data.cerl.org/thesaurus/cnp01378497', 'https://viaf.org/viaf/88806787/']","Brusch, Kaspar",https://pid.phaidra.org/vocabulary/T0WE-2FE4
"['https://data.cerl.org/thesaurus/cnp00543810', 'https://viaf.org/viaf/13107495/', 'https://www.wikidata.org/wiki/Q571681']",Rožmberk,https://pid.phaidra.org/vocabulary/C6RB-B06R
"['https://data.cerl.org/thesaurus/cnp00422194', 'https://www.wikidata.org/wiki/Q48893395', 'https://viaf.org/viaf/20522788/']","Torres Bollo, Diego de",https://pid.phaidra.org/vocabulary/SGH2-Y1TC
[],"Rozza, Johann Baptist",https://pid.phaidra.org/vocabulary/8R9K-RDTD
['https://books.google.at/books?id=WIxeAAAAcAAJ&dq=elias%20opala%20polanowitz&hl=it&pg=PA79#v=onepage&q=elias%20opala%20&f=false'],"Opala, Elias",https://pid.phaidra.org/vocabulary/SR8R-D3A4
"['https://www.wikidata.org/wiki/Q2473815', 'https://viaf.org/viaf/24718080/', 'https://data.cerl.org/thesaurus/cnp00482859']","Baudius, Dominicus",https://pid.phaidra.org/vocabulary/K1G0-HAVC
"['https://www.wikidata.org/wiki/Q313504', 'https://data.cerl.org/thesaurus/cnp00396681', 'https://viaf.org/viaf/22277871/']",Theophylact Simocatta,https://pid.phaidra.org/vocabulary/GXX7-KAFM
[],Bidembach,https://pid.phaidra.org/vocabulary/9HP1-M9EX
"['https://www.wikidata.org/wiki/Q95563', 'https://viaf.org/viaf/281587720/', 'https://data.cerl.org/thesaurus/cnp00974724']","Schweickhard von Kronberg, Johann",https://pid.phaidra.org/vocabulary/CJ9S-29QQ
[],"Ferdinandus, Philippus",https://pid.phaidra.org/vocabulary/5YQT-GW0F
[],Hylin,https://pid.phaidra.org/vocabulary/JKGA-YAEF
[],"Berka, Zdislaus",https://pid.phaidra.org/vocabulary/37ZW-8REA
"['https://viaf.org/viaf/22198747/', 'https://d-nb.info/gnd/119228939', 'https://www.wikidata.org/wiki/Q503340']",ʿAlī Šīr Nawāʾī,https://pid.phaidra.org/vocabulary/HT94-82H8
[],Susanna Constantia,https://pid.phaidra.org/vocabulary/5MN7-0J75
"['http://viaf.org/viaf/23079099', 'https://data.cerl.org/thesaurus/cnp01016295']","Blanckenburg, Friedrich",https://pid.phaidra.org/vocabulary/ZT9Z-X039
"['https://viaf.org/viaf/22229719/', 'https://data.cerl.org/thesaurus/cnp00395268', 'https://www.wikidata.org/wiki/Q203306']","Hugo, Herman",https://pid.phaidra.org/vocabulary/VPY3-NQJ4
"['https://dbe.rah.es/biografias/38490/antonio-gouvea', 'https://www.wikidata.org/wiki/Q23613008', 'https://data.cerl.org/thesaurus/cnp01471081', 'http://viaf.org/viaf/54576295']","Gouvea, Antonio de",https://pid.phaidra.org/vocabulary/F03A-YQQ5
['https://www.wikidata.org/wiki/Q859'],Plato,https://pid.phaidra.org/vocabulary/XG6S-S69J
[],Dardani,https://pid.phaidra.org/vocabulary/WG14-DRPJ
[],"Pluenis, Fridericus",https://pid.phaidra.org/vocabulary/7E7M-WD7S
"['https://data.cerl.org/thesaurus/cnp00425353', 'https://viaf.org/viaf/3316559/', 'https://www.wikidata.org/wiki/Q1910333']","Stephani, Matthias",https://pid.phaidra.org/vocabulary/JQ2W-1DA6
[],"Vlas, Thomas",https://pid.phaidra.org/vocabulary/BVPN-KE9V
"['https://www.wikidata.org/wiki/Q10288430', 'http://viaf.org/viaf/230169', 'https://data.cerl.org/thesaurus/cnp01875192']","Barreiros, Gaspar",https://pid.phaidra.org/vocabulary/D23J-TZQY
"['https://www.wikidata.org/wiki/Q437295', 'https://viaf.org/viaf/72188987/', 'https://data.cerl.org/thesaurus/cnp00398999']",Leopold Wilhelm,https://pid.phaidra.org/vocabulary/8WB2-TKYE
[],"Maes, Andrea",https://pid.phaidra.org/vocabulary/9EF3-B5JV
[],"Chemnitius, Andreas",https://pid.phaidra.org/vocabulary/DBZ8-N3EP
['https://scopeq.cc.univie.ac.at/Query/resultatliste.aspx'],"Bonannus, Lukas",https://pid.phaidra.org/vocabulary/KA5J-SZ7P
[],"Cocz, Peter",https://pid.phaidra.org/vocabulary/P7W8-CZ7E
"['https://viaf.org/viaf/35247659/', 'https://data.cerl.org/thesaurus/cnp00545085', 'https://www.wikidata.org/wiki/Q15449778', 'https://www.univie.ac.at/Geschichte/wienerhof/wienerhof2/datenblaetter/breuner_sc1.htm']","Breuner, Seyfried Christoph von",https://pid.phaidra.org/vocabulary/MXWF-Y0DM
[],"Van Egmont, Johann",https://pid.phaidra.org/vocabulary/AFQB-D87C
[],"Szegi, Franciscus",https://pid.phaidra.org/vocabulary/K7CP-F0WT
[],"Rhait, Gaspar",https://pid.phaidra.org/vocabulary/NTTK-TW9C
"['https://data.cerl.org/thesaurus/cnp01466689', 'https://viaf.org/viaf/46006380/', 'https://www.wikidata.org/wiki/Q130221']",Frederick II,https://pid.phaidra.org/vocabulary/GBP4-22RM
"['https://data.cerl.org/thesaurus/cnp01171954', 'https://viaf.org/viaf/86076125/']","Welser, Anton",https://pid.phaidra.org/vocabulary/WPV6-T5DA
[],Radzin,https://pid.phaidra.org/vocabulary/824X-GMGP
"['https://data.cerl.org/thesaurus/cnp01114511', 'https://viaf.org/viaf/100209970/', 'https://www.wikidata.org/wiki/Q41618589']","Ulloa, Alfonso de",https://pid.phaidra.org/vocabulary/8HXA-Y1MC
"['https://data.cerl.org/thesaurus/cnp01149430', 'https://www.wikidata.org/wiki/Q324829', 'https://viaf.org/viaf/290520959/']",William of Nassau-Siegen,https://pid.phaidra.org/vocabulary/GJWD-P7T6
"['https://viaf.org/viaf/121942776/', 'https://data.cerl.org/thesaurus/cnp00973632', 'https://www.wikidata.org/wiki/Q604156']","Tostado, Alonso",https://pid.phaidra.org/vocabulary/XB8S-NHJQ
[],"Lorefice, Vincenzo",https://pid.phaidra.org/vocabulary/H2JR-480V
[],Vir juvenis quidam Hebraice & Syriace apprime gnarus qui Arabica nunc discit,https://pid.phaidra.org/vocabulary/CY35-TVYB
"['https://viaf.org/viaf/8743793/', 'https://data.cerl.org/thesaurus/cnp02218860', 'https://www.wikidata.org/wiki/Q3339928']","Patrascu, Nicolae",https://pid.phaidra.org/vocabulary/RKBQ-S7AV
"['https://viaf.org/viaf/79061058/', 'https://www.wikidata.org/wiki/Q59532764']","Lansselius, Petrus",https://pid.phaidra.org/vocabulary/R9KV-EQ14
"['https://data.cerl.org/thesaurus/cnp00535118', 'https://viaf.org/viaf/2600403/', 'https://www.wikidata.org/wiki/Q2417061']","Hock, Theobald",https://pid.phaidra.org/vocabulary/189X-VYHC
[],"Schlegel, Johann Balthasar",https://pid.phaidra.org/vocabulary/RBMP-AF2E
['https://www.wikidata.org/wiki/Q351518'],Simplicius of Cilicia,https://pid.phaidra.org/vocabulary/Q9DN-TQG9
"['https://viaf.org/viaf/37037342/', 'https://data.cerl.org/thesaurus/cnp00399934', 'https://www.wikidata.org/wiki/Q1567581']","Junius, Hadrianius",https://pid.phaidra.org/vocabulary/85W8-MQY9
"['https://www.wikidata.org/wiki/Q27583990', 'http://viaf.org/viaf/14916490', 'https://data.cerl.org/thesaurus/cnp01362842']","Lazius, Wolfgang",https://pid.phaidra.org/vocabulary/E4Z0-JBN8
['https://www.wikidata.org/wiki/Q1401'],"Petrarca, Francesco",https://pid.phaidra.org/vocabulary/GF9E-XFKS
"['https://www.wikidata.org/wiki/Q4852646', 'https://viaf.org/viaf/7544019/', 'https://data.cerl.org/thesaurus/cnp00472460']","Cordier, Balthasar",https://pid.phaidra.org/vocabulary/Y0XT-2NKU
"['https://data.cerl.org/thesaurus/cnp01072500', 'http://viaf.org/viaf/19660912']","Sturn, Georg",https://pid.phaidra.org/vocabulary/AEMX-H5FQ
[],"Rhitzsch, Paulus Raphael",https://pid.phaidra.org/vocabulary/YPDT-Z72Q
[],Cramoisy,https://pid.phaidra.org/vocabulary/V2EG-DB82
[],Cafka,https://pid.phaidra.org/vocabulary/TCZV-JEFC
[],P. Velerius,https://pid.phaidra.org/vocabulary/V4GJ-S1Y8
['https://www.treccani.it/enciclopedia/baldassare-bolognetti_%28Dizionario-Biografico%29/'],"Bolognetti, Baldassare",https://pid.phaidra.org/vocabulary/AK9V-HCFC
"['https://viaf.org/viaf/34621373/', 'https://data.cerl.org/thesaurus/cnp01369275', 'https://www.wikidata.org/wiki/Q5953290']","Mal-Lara, Juan de",https://pid.phaidra.org/vocabulary/A00K-VDCP
"['https://viaf.org/viaf/47168106/', 'https://data.cerl.org/thesaurus/cnp01108582']","Bechler, Friedrich",https://pid.phaidra.org/vocabulary/2Z84-2CQC
"['https://data.cerl.org/thesaurus/cnp01320019', 'https://www.wikidata.org/wiki/Q294109', 'https://viaf.org/viaf/9856247/']","Psellus, Michael",https://pid.phaidra.org/vocabulary/E4F0-NF83
[],"Bloem, Peter",https://pid.phaidra.org/vocabulary/8DP3-HZY0
"['http://viaf.org/viaf/77197375', 'http://www.wikidata.org/entity/Q55885489', 'https://data.cerl.org/thesaurus/cnp01040848']","Schönwetter, Johann Theobald",https://pid.phaidra.org/vocabulary/ZMY1-SYX1
['https://data.cerl.org/thesaurus/cni00081241'],"Bergin, Anna",https://pid.phaidra.org/vocabulary/Y990-51PR
"['https://viaf.org/viaf/72490931/', 'https://data.cerl.org/thesaurus/cnp00654923', 'https://www.wikidata.org/wiki/Q805559']","Marradas, Balthasar",https://pid.phaidra.org/vocabulary/NSSA-02EE
['https://www.archivinformationssystem.at/detail.aspx?ID=1634968'],"Drach, Hartman",https://pid.phaidra.org/vocabulary/9YJ4-A2JF
"['https://www.wikidata.org/wiki/Q192931', 'https://data.cerl.org/thesaurus/cnp00396071']",Pausanias,https://pid.phaidra.org/vocabulary/NJSH-2910
"['https://www.wikidata.org/wiki/Q315149', 'https://viaf.org/viaf/239502727/', 'https://data.cerl.org/thesaurus/cnp01339324']",Giovanni da Pian del Carmine,https://pid.phaidra.org/vocabulary/EH46-3Y3T
[],"Bruvaeus, Jacobus",https://pid.phaidra.org/vocabulary/92F6-HX7Q
"['https://data.cerl.org/thesaurus/cnp00166776', 'https://www.wikidata.org/wiki/Q55133349', 'https://viaf.org/viaf/17579807/']",Paul of Bernried,https://pid.phaidra.org/vocabulary/39SN-DY0Z
"['https://www.wikidata.org/wiki/Q3065693', 'https://viaf.org/viaf/17453744/', 'https://data.cerl.org/thesaurus/cnp01322104']",Lucas Tudensis,https://pid.phaidra.org/vocabulary/KS4R-FR8W
[],D. Dorer,https://pid.phaidra.org/vocabulary/6A2Z-7WAH
"['https://www.wikidata.org/wiki/Q17125446', 'https://data.cerl.org/thesaurus/cnp00475812', 'https://viaf.org/viaf/89329278/']","Remus Quietanus, Johannes",https://pid.phaidra.org/vocabulary/QV7J-ADSM
"['https://data.cerl.org/thesaurus/cni00031233', 'https://www.wikidata.org/wiki/Q94803841', 'https://viaf.org/viaf/99997352/']","Aubry, Johann",https://pid.phaidra.org/vocabulary/1FH1-0MBX
[],"Gilles, Pierre",https://pid.phaidra.org/vocabulary/1VZ2-6FMD
['https://www.wikidata.org/wiki/Q116548'],"Pellikan, Konrad",https://pid.phaidra.org/vocabulary/YPT0-ZKHZ
['https://www.wikidata.org/wiki/Q112083'],Karl Joseph von Österreich,https://pid.phaidra.org/vocabulary/ANTP-187U
"['https://www.wikidata.org/wiki/Q506533', 'https://data.cerl.org/thesaurus/cnp01309450', 'http://viaf.org/viaf/57040896']","Liechtenstein, Karl von",https://pid.phaidra.org/vocabulary/NYES-QPCE
"['https://viaf.org/viaf/27062058/', 'https://www.wikidata.org/wiki/Q184530', 'https://data.cerl.org/thesaurus/cnp01302064']","Cardano, Girolamo",https://pid.phaidra.org/vocabulary/VNV9-NMP5
[],P. Valentinus,https://pid.phaidra.org/vocabulary/F3WJ-A9JA
"['https://www.wikidata.org/wiki/Q805556', 'https://data.cerl.org/thesaurus/cnp02100789', 'https://viaf.org/viaf/296691322/']","De Zúñiga, Baltasar",https://pid.phaidra.org/vocabulary/XPF7-B0F3
[],Galen notarius publicus,https://pid.phaidra.org/vocabulary/S5KZ-E3P0
['https://www.wikidata.org/wiki/Q113726'],Eberhard of Aquileia,https://pid.phaidra.org/vocabulary/499S-ZVC9
"['https://data.cerl.org/thesaurus/cnp01478459?lang=de', 'https://viaf.org/viaf/24732263/', 'https://www.wikidata.org/wiki/Q2063138']","Scriverius, Petrus",https://pid.phaidra.org/vocabulary/K7PR-SVBK
"['https://data.cerl.org/thesaurus/cnp01256549', 'https://www.wikidata.org/wiki/Q55122976', 'http://viaf.org/viaf/74607460']","Gewold, Christoph",https://pid.phaidra.org/vocabulary/Z150-PCAV
[],D. Bonfigliolo,https://pid.phaidra.org/vocabulary/2S73-NVJ9
"['https://viaf.org/viaf/64800026/', 'https://www.wikidata.org/wiki/Q76732', 'https://data.cerl.org/thesaurus/cnp00918436']","Schall von Bell, Johann Adam",https://pid.phaidra.org/vocabulary/TWEM-3E85
"['https://viaf.org/viaf/64799437/', 'https://data.cerl.org/thesaurus/cnp00395550', 'https://www.wikidata.org/wiki/Q1695385', 'https://d-nb.info/gnd/118567535']","Kuefstein, Johann Ludwig von",https://pid.phaidra.org/vocabulary/8PQB-9M22
"['https://www.wikidata.org/wiki/Q664748', 'https://data.cerl.org/thesaurus/cni00038899', 'https://viaf.org/viaf/79024744/']","Estienne, Henri",https://pid.phaidra.org/vocabulary/8J7R-6YER
[],Aben Egalianus,https://pid.phaidra.org/vocabulary/66Y1-6PV8
"['https://data.cerl.org/thesaurus/cnp01195224', 'https://viaf.org/viaf/121453593/', 'https://www.wikidata.org/wiki/Q850346']",Giovanni Michele Bruto,https://pid.phaidra.org/vocabulary/D97B-D8S7
[],"Seyfried, Johann",https://pid.phaidra.org/vocabulary/NGK3-G83K
[],Dr. Menaldo,https://pid.phaidra.org/vocabulary/DVA6-GAS9
[],Van Wyningen,https://pid.phaidra.org/vocabulary/RW8Q-7GER
['https://www.wikidata.org/wiki/Q435942'],Otto of Freising,https://pid.phaidra.org/vocabulary/90HE-Z07S
['https://www.wikidata.org/wiki/Q164062'],Maurice of Nassau,https://pid.phaidra.org/vocabulary/BS61-083W
[],Von Ense,https://pid.phaidra.org/vocabulary/JAHF-B3TU
"['http://www.wikidata.org/entity/Q122059', 'https://data.cerl.org/thesaurus/cnp01329437', 'http://viaf.org/viaf/21134221']",Gerhoch of Reichersberg,https://pid.phaidra.org/vocabulary/HSQH-TVTA
"['https://viaf.org/viaf/47065697/', 'https://www.wikidata.org/wiki/Q1763464', 'https://data.cerl.org/thesaurus/cnp01302333']","Van Adrichem, Christian",https://pid.phaidra.org/vocabulary/5P7V-66QA
"['https://data.cerl.org/thesaurus/cni00028329?rid=cni00028329', 'https://www.wikidata.org/wiki/Q4852651', 'http://viaf.org/viaf/76401392']","Moretus, Balthasar",https://pid.phaidra.org/vocabulary/TMGH-MDCH
"['https://viaf.org/viaf/46873973/', 'https://www.wikidata.org/wiki/Q76728', 'https://data.cerl.org/thesaurus/cnp01301986']","Clavius, Christophorus",https://pid.phaidra.org/vocabulary/EWPP-QK0N
[],Westervaldt,https://pid.phaidra.org/vocabulary/20B3-FGX1
"['https://viaf.org/viaf/61550437/', 'https://data.cerl.org/thesaurus/cnp01238127', 'https://www.wikidata.org/wiki/Q2047944']",Palladius of Galata,https://pid.phaidra.org/vocabulary/RDRA-79Z5
"['https://data.cerl.org/thesaurus/cnp01329479', 'https://www.wikidata.org/wiki/Q233136', 'https://viaf.org/viaf/97611338/']",Agathias,https://pid.phaidra.org/vocabulary/4SK2-E905
"['https://viaf.org/viaf/7415128/', 'https://www.wikidata.org/wiki/Q785925', 'https://data.cerl.org/thesaurus/cnp01259708']","Vossius, Gerardus",https://pid.phaidra.org/vocabulary/BM4F-3A5X
[],Rihel,https://pid.phaidra.org/vocabulary/YHSG-GG77
"['https://www.wikidata.org/wiki/Q98514', 'https://viaf.org/viaf/34797666/', 'https://data.cerl.org/thesaurus/cnp00118593']","Helvig, Christoph",https://pid.phaidra.org/vocabulary/VPDX-P79T
[],Karl II,https://pid.phaidra.org/vocabulary/QJST-T1W8
"['https://viaf.org/viaf/56620028/', 'https://www.wikidata.org/wiki/Q727076', 'https://data.cerl.org/thesaurus/cnp01321666']","Durand de Villegaignon, Nicolas",https://pid.phaidra.org/vocabulary/RC2E-ZAH6
"['https://data.cerl.org/thesaurus/cnp00942294', 'https://viaf.org/viaf/100250627/', 'https://www.wikidata.org/wiki/Q36517']","Drake, Francis",https://pid.phaidra.org/vocabulary/HWXN-D8F8
"['http://viaf.org/viaf/15526702', 'https://www.wikidata.org/wiki/Q255334', 'https://data.cerl.org/thesaurus/cnp01919799']","Henisch, Georg",https://pid.phaidra.org/vocabulary/KJF4-F8AN
"['https://viaf.org/viaf/15707089/', 'https://data.cerl.org/thesaurus/cnp00477776', 'https://www.wikidata.org/wiki/Q23061335']","Berlichius, Matthias",https://pid.phaidra.org/vocabulary/G1VB-RDVF
"['https://data.cerl.org/thesaurus/cni00049985', 'https://www.wikidata.org/wiki/Q98331', 'https://viaf.org/viaf/27089021/#Hoeschel,_David,_1556-1617']","Hoeschel, David",https://pid.phaidra.org/vocabulary/75NT-6Y4X
"['https://data.cerl.org/thesaurus/cnp01878113', 'https://viaf.org/viaf/32300072/', 'https://www.wikidata.org/wiki/Q99420']","Bünting, Heinrich",https://pid.phaidra.org/vocabulary/P0P0-9W5P
[],"De Wese, Theodorus",https://pid.phaidra.org/vocabulary/JCMN-B74C
[],Ring*in,https://pid.phaidra.org/vocabulary/W7J0-7F4U
"['https://www.wikidata.org/wiki/Q363513', 'https://viaf.org/viaf/79038296/', 'https://data.cerl.org/thesaurus/cnp00550847']",Rabbi Judah Löw Maharal,https://pid.phaidra.org/vocabulary/YKQD-N4X8
[],Conovitz,https://pid.phaidra.org/vocabulary/86Q7-X79E
"['https://data.cerl.org/thesaurus/cnp01235980', 'https://www.wikidata.org/wiki/Q77107', 'https://viaf.org/viaf/95193756/']","Hutten, Ulrich von",https://pid.phaidra.org/vocabulary/CD84-FT93
[],Apollonia (Spitlmeisterin),https://pid.phaidra.org/vocabulary/8BJ7-FESR
[],"Dalrymple, James",https://pid.phaidra.org/vocabulary/705W-Z5NX
[],"Van Ceulen, Ludolph",https://pid.phaidra.org/vocabulary/RXVX-CFDD
[],"Mansfeld, Ernst von",https://pid.phaidra.org/vocabulary/CCP3-HQHE
"['https://data.cerl.org/thesaurus/cnp00405216', 'https://www.fihrist.org.uk/catalog/person_90045618', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200000%208399%204565', 'https://viaf.org/viaf/90045618/', 'https://www.wikidata.org/wiki/Q4115262']",Fīrūzābādī,https://pid.phaidra.org/vocabulary/TPWH-KRZP
"['https://www.wikidata.org/wiki/Q440183', 'https://data.cerl.org/thesaurus/cnp00890641', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200001%202134%200205', 'https://viaf.org/viaf/56614685/']","Fabri de Peiresc, Nicolas-Claude",https://pid.phaidra.org/vocabulary/JBHB-54EK
"['https://viaf.org/viaf/61117837/', 'https://data.cerl.org/thesaurus/cnp01302815', 'https://www.wikidata.org/wiki/Q70968']","Reusner, Adam",https://pid.phaidra.org/vocabulary/YQC2-P6V3
"['https://data.cerl.org/thesaurus/cnp00380813', 'https://www.wikidata.org/wiki/Q350010']","Van den Bergh, Hendrik",https://pid.phaidra.org/vocabulary/J86D-AQVJ
"['https://www.wikidata.org/wiki/Q2440642', 'https://viaf.org/viaf/49083840/', 'https://data.cerl.org/thesaurus/cnp01015705']",Thomas de Jesus,https://pid.phaidra.org/vocabulary/MZ4Q-N1F1
