ids,label,phaidra
"['https://www.wikidata.org/wiki/Q59528460', 'https://data.cerl.org/thesaurus/cnp01333448', 'https://viaf.org/viaf/26814230/']","Tampach, Gottfried",https://pid.phaidra.org/vocabulary/CK47-6Y1X
[],"Forteguerra, Sebastiano",https://pid.phaidra.org/vocabulary/8GCT-7MXT
"['https://www.wikidata.org/wiki/Q2075580', 'https://viaf.org/viaf/49999642/', 'https://data.cerl.org/thesaurus/cnp00849534']","Stralendorf, Peter Heinrich von",https://pid.phaidra.org/vocabulary/MZPQ-VKGV
"['https://viaf.org/viaf/45243997/', 'https://www.wikidata.org/wiki/Q30902182', 'https://data.cerl.org/thesaurus/cnp00871063']","Filesac, Jean",https://pid.phaidra.org/vocabulary/MB6C-JQ3Z
"['https://data.cerl.org/thesaurus/cni00040280', 'https://www.wikidata.org/wiki/Q3085667', 'http://viaf.org/viaf/49438953']","Raphelengius, Franciscus",https://pid.phaidra.org/vocabulary/XK1G-3VAE
[],"Faber (Noribergensis Syndicus), Johannes",https://pid.phaidra.org/vocabulary/D7GC-YDPJ
[],"De Scheilder, Robert",https://pid.phaidra.org/vocabulary/B7VN-ZC9W
[],P. Hillin,https://pid.phaidra.org/vocabulary/NXCX-PCEA
[],Daniel Hegelson,https://pid.phaidra.org/vocabulary/PQ8P-3N21
['https://worldcat.org/identities/lccn-no2005038048/'],"Porss, Johann Jakob",https://pid.phaidra.org/vocabulary/FEV4-NPYQ
"['https://d-nb.info/gnd/139320423', 'https://viaf.org/viaf/100601314/', 'https://m.wikidata.org/wiki/Q55228879']","Sprinzenstein, Simon Hieronymus von",https://pid.phaidra.org/vocabulary/HZQ6-RFDP
['https://www.wikidata.org/wiki/Q37084'],John VI Kantakouzenos,https://pid.phaidra.org/vocabulary/9A4A-CM3D
"['https://data.cerl.org/thesaurus/cnp01015744', 'https://www.wikidata.org/wiki/Q2459003', 'https://viaf.org/viaf/71697717/']","Pijnacker, Cornelis",https://pid.phaidra.org/vocabulary/7TZS-0AVT
"['https://viaf.org/viaf/49234015/', 'https://www.wikidata.org/wiki/Q3105742', 'https://data.cerl.org/thesaurus/cnp01302798']","Génébrard, Gilbert",https://pid.phaidra.org/vocabulary/4TXP-6HXC
"['https://www.wikidata.org/wiki/Q89563268', 'https://www.deutsche-biographie.de/sfz72437.html']","Nostitz, Otto von",https://pid.phaidra.org/vocabulary/FHAR-A7GV
"['http://viaf.org/viaf/12362027', 'https://data.cerl.org/thesaurus/cnp01879358']","Pistorius, Johann",https://pid.phaidra.org/vocabulary/FA2J-PMSS
"['https://data.cerl.org/thesaurus/cnp01365535', 'https://viaf.org/viaf/19830546/', 'https://www.wikidata.org/wiki/Q57466']","Scheiner, Christoph",https://pid.phaidra.org/vocabulary/DF1Y-5QF7
[],"Cavellat, Pierre",https://pid.phaidra.org/vocabulary/YXAS-MW2Z
"['https://data.cerl.org/thesaurus/cnp01327255', 'https://viaf.org/viaf/46797414/', 'https://www.wikidata.org/wiki/Q329298']","Albertinus, Aegidius",https://pid.phaidra.org/vocabulary/Y04K-Q0SK
[],Signor Annoldino,https://pid.phaidra.org/vocabulary/ZA1D-GG6F
"['https://d-nb.info/gnd/12877701X', 'https://viaf.org/viaf/35517378/']","Immendorf, Bartholomäus",https://pid.phaidra.org/vocabulary/SWS3-ZD2U
[],"Freigius, Johannes Nicolaus",https://pid.phaidra.org/vocabulary/KS4X-EV9Y
"['https://viaf.org/viaf/71495510/', 'https://data.cerl.org/thesaurus/cnp01236732', 'https://m.wikidata.org/wiki/Q352804']","Maldonado, Juan de",https://pid.phaidra.org/vocabulary/Q21N-V54M
[],Redzenberger,https://pid.phaidra.org/vocabulary/NK31-DNA1
"['https://www.wikidata.org/wiki/Q88999', 'https://data.cerl.org/thesaurus/cnp01879498', 'https://viaf.org/viaf/100214715/']","Widmannstetter, Johann Albrecht",https://pid.phaidra.org/vocabulary/TNB4-CXS9
"['https://viaf.org/viaf/56145857800523020145/', 'https://data.cerl.org/thesaurus/cnp01326206', 'https://www.wikidata.org/wiki/Q688647']","Cuspinian, Johannes",https://pid.phaidra.org/vocabulary/DRXK-767Q
"['https://data.cerl.org/thesaurus/cnp01875270', 'https://www.wikidata.org/wiki/Q27571196', 'https://viaf.org/viaf/173098499/']","Colerus, Christophorus",https://pid.phaidra.org/vocabulary/E01X-1AY8
[],Alexander Ferrarius,https://pid.phaidra.org/vocabulary/ANK5-Z2RT
"['https://www.wikidata.org/wiki/Q154959', 'https://data.cerl.org/thesaurus/cnp01302116', 'https://viaf.org/viaf/32005141/']","Grotius, Hugo",https://pid.phaidra.org/vocabulary/30F7-J6BA
"['https://data.cerl.org/thesaurus/cnp00999642', 'https://viaf.org/viaf/60011765/']","Heins, Johann",https://pid.phaidra.org/vocabulary/F3C1-HFWQ
"['https://viaf.org/viaf/76127564/', 'https://data.cerl.org/thesaurus/cnp00931231', 'https://www.wikidata.org/wiki/Q104218696', 'https://d-nb.info/gnd/124521711']","Scultetus, Tobias",https://pid.phaidra.org/vocabulary/Q36Z-PEGJ
"['https://viaf.org/viaf/28255331/', 'https://data.cerl.org/thesaurus/cnp01125726', 'https://www.wikidata.org/wiki/Q15456638']","Barvitius, Johann Anton",https://pid.phaidra.org/vocabulary/8J8R-J4B3
"['https://data.cerl.org/thesaurus/cnp01302039', 'https://www.wikidata.org/wiki/Q182046', 'https://viaf.org/viaf/29559625/']","Alberti, Leon Battista",https://pid.phaidra.org/vocabulary/X668-RBFC
[],Thiel,https://pid.phaidra.org/vocabulary/JNZ6-Z6HS
[],Le Hove,https://pid.phaidra.org/vocabulary/5TE2-7SH3
"['https://www.wikidata.org/wiki/Q172048', 'https://viaf.org/viaf/66462384/', 'https://data.cerl.org/thesaurus/cnp01259902']",Terence,https://pid.phaidra.org/vocabulary/51GV-A93T
[],"Hermann, Balthasar Hermann",https://pid.phaidra.org/vocabulary/HYMB-8KQF
['https://www.wikidata.org/wiki/Q1048'],Julius Caesar,https://pid.phaidra.org/vocabulary/W2XG-MR2M
"['https://viaf.org/viaf/13037898/', 'https://www.wikidata.org/wiki/Q97066392']","Sgambati, Scipione",https://pid.phaidra.org/vocabulary/3RCT-JS0K
"['https://viaf.org/viaf/818843/', 'https://data.cerl.org/thesaurus/cnp02238977', 'https://www.wikidata.org/wiki/Q1634852']","Blotius, Hugo",https://pid.phaidra.org/vocabulary/VY9P-H9EP
[],"Schimmelbeinius, Nicolaus",https://pid.phaidra.org/vocabulary/3HJX-EWQH
[],"D'Asquier, Michel",https://pid.phaidra.org/vocabulary/V6T6-A59K
"['https://data.cerl.org/thesaurus/cnp01875956', 'https://viaf.org/viaf/60020944/']","Donauer, Christoph",https://pid.phaidra.org/vocabulary/PC2K-V3S5
[],Althann,https://pid.phaidra.org/vocabulary/6AE5-B242
[],Obelius,https://pid.phaidra.org/vocabulary/DN5B-X76C
"['https://viaf.org/viaf/316879836/', 'https://data.cerl.org/thesaurus/cnp01234233', 'https://www.wikidata.org/wiki/Q59657']","D'Este, Cesare",https://pid.phaidra.org/vocabulary/TYY8-J5DK
[],"Landtmannus, Christophorus",https://pid.phaidra.org/vocabulary/H6P7-MZ3S
"['https://www.wikidata.org/wiki/Q107975', 'https://viaf.org/viaf/74621369/', 'https://data.cerl.org/thesaurus/cnp01876227']","Monau, Jakob",https://pid.phaidra.org/vocabulary/Y67Y-Z23Y
['https://worldcat.org/identities/viaf-287045187/'],"Hemelarius, Johannes",https://pid.phaidra.org/vocabulary/K97R-QV1P
['https://data.cerl.org/thesaurus/cnp00559617'],Methodius,https://pid.phaidra.org/vocabulary/CNV5-TBRZ
[],Wilhelm,https://pid.phaidra.org/vocabulary/FAS8-70KE
"['https://www.wikidata.org/wiki/Q8409', 'https://data.cerl.org/thesaurus/cnp01259691', 'https://viaf.org/viaf/88742742/']",Alexander the Great,https://pid.phaidra.org/vocabulary/YF50-DHA9
"['http://viaf.org/viaf/7819042', 'https://www.wikidata.org/wiki/Q1782279', 'https://data.cerl.org/thesaurus/cni00073155']","Rittershausen, Konrad",https://pid.phaidra.org/vocabulary/648J-33FB
"['https://viaf.org/viaf/3306677/', 'https://www.wikidata.org/wiki/Q94578481', 'https://data.cerl.org/thesaurus/cnp00419009']","Polheim, Reinprecht von",https://pid.phaidra.org/vocabulary/A3QV-5KM9
[],"Hefner, Martin",https://pid.phaidra.org/vocabulary/E4K7-JW99
"['https://www.wikidata.org/wiki/Q527333', 'https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200000%207689%207062', 'https://data.cerl.org/thesaurus/cnp00477237', 'https://viaf.org/viaf/56743604/']","Savary de Brèves, François",https://pid.phaidra.org/vocabulary/CJ4J-SV9M
[],Wolzogius,https://pid.phaidra.org/vocabulary/N9RA-76VE
"['https://data.cerl.org/thesaurus/cnp02237247', 'https://www.wikidata.org/wiki/Q26694200', 'https://viaf.org/viaf/233593810/']","Hierat, Anton",https://pid.phaidra.org/vocabulary/372G-B6YZ
[],Johann Lieb's son,https://pid.phaidra.org/vocabulary/AWRM-19GZ
['https://www.wikidata.org/wiki/Q124950'],Friedrich I,https://pid.phaidra.org/vocabulary/XH9M-BRAV
"['https://data.cerl.org/thesaurus/cnp00398301', 'https://viaf.org/viaf/5086720/', 'https://www.wikidata.org/wiki/Q57195']",Frederick V,https://pid.phaidra.org/vocabulary/YDRD-JSY1
"['https://www.wikidata.org/wiki/Q69137', 'https://data.cerl.org/thesaurus/cnp01055097']",Anthony Günther,https://pid.phaidra.org/vocabulary/BYK0-EE88
['https://www.wikidata.org/wiki/Q8747'],Euclid,https://pid.phaidra.org/vocabulary/TT0Z-ZHSE
"['https://www.wikidata.org/wiki/Q15450191', 'https://data.cerl.org/thesaurus/cnp01004843', 'https://viaf.org/viaf/52121455/']","Schallenberg, Georg Christoph von",https://pid.phaidra.org/vocabulary/DVWA-QK0Q
"['https://www.wikidata.org/wiki/Q150599', 'http://viaf.org/viaf/291482450', 'https://data.cerl.org/thesaurus/cnp02145032']",Ferdinand II,https://pid.phaidra.org/vocabulary/QQAM-0B9E
[],Simon,https://pid.phaidra.org/vocabulary/K5G1-4ZJ9
[],"Van Opmeer, Eva",https://pid.phaidra.org/vocabulary/6J67-JKXP
"['https://data.cerl.org/thesaurus/cnp01876480', 'https://viaf.org/viaf/88770049/', 'https://www.wikidata.org/wiki/Q2848635']","Schott, Andreas",https://pid.phaidra.org/vocabulary/TCH7-5CT7
[],"Pöder, Wilhelm",https://pid.phaidra.org/vocabulary/7522-2PKT
['https://www.wikidata.org/wiki/Q54875103'],Yusuf Sayfa Pasha,https://pid.phaidra.org/vocabulary/BW5M-E26R
[],"Slade, Samuel",https://pid.phaidra.org/vocabulary/N8AX-A7Y5
"['https://data.cerl.org/thesaurus/cnp00400716', 'https://viaf.org/viaf/100219934/', 'https://www.wikidata.org/wiki/Q365183']",Themistius,https://pid.phaidra.org/vocabulary/MV8C-4FJB
[],"Ribelius, Theodosius",https://pid.phaidra.org/vocabulary/Y3X8-JK10
[],"Rozza, Octavio",https://pid.phaidra.org/vocabulary/BZPF-7MHH
"['https://data.cerl.org/thesaurus/cnp00428422', 'https://viaf.org/viaf/22151863/', 'https://www.wikidata.org/wiki/Q1084709']","Crinesius, Christoph",https://pid.phaidra.org/vocabulary/WY8G-JKQZ
"['https://data.cerl.org/thesaurus/cnp01323632', 'http://viaf.org/viaf/2494235', 'https://www.wikidata.org/wiki/Q352520']","Sirmond, Jacques",https://pid.phaidra.org/vocabulary/W3XG-WA3F
"['https://viaf.org/viaf/27367208/', 'https://data.cerl.org/thesaurus/cnp01391968', 'https://www.wikidata.org/wiki/Q244152']","Snellius, Willebrord",https://pid.phaidra.org/vocabulary/TBYG-0NM3
"['https://www.wikidata.org/wiki/Q174798', 'https://data.cerl.org/thesaurus/cnp01416275', 'https://viaf.org/viaf/265348924/']",Mustafā I,https://pid.phaidra.org/vocabulary/RKXE-QEQ9
[],Kuenburg,https://pid.phaidra.org/vocabulary/Q7Z1-44AC
"['https://www.wikidata.org/wiki/Q95794642', 'https://data.cerl.org/thesaurus/cnp00115043', 'https://viaf.org/viaf/15112928/', 'https://www.deutsche-biographie.de/pnd100238599.html']","Pansa, Caspar",https://pid.phaidra.org/vocabulary/XPK7-GNE6
[],Carolo Magno,https://pid.phaidra.org/vocabulary/9BFC-1Q23
"['https://viaf.org/viaf/62320175/', 'https://www.idref.fr/134323807', 'https://www.wikidata.org/wiki/Q55857482', 'https://data.cerl.org/thesaurus/cnp01157273']","Van der Myle, Cornelis",https://pid.phaidra.org/vocabulary/FC9K-N2D2
"['https://www.wikidata.org/wiki/Q129165', 'https://data.cerl.org/thesaurus/cnp00400914']",Xerxes I,https://pid.phaidra.org/vocabulary/T9FY-GHEK
"['https://data.cerl.org/thesaurus/cnp01109211', 'https://d-nb.info/gnd/119794217', 'https://viaf.org/viaf/268071862/']",Urban Prebusinus,https://pid.phaidra.org/vocabulary/7BSF-N5GP
"['https://viaf.org/viaf/120727029/', 'https://www.wikidata.org/wiki/Q2848543', 'https://data.cerl.org/thesaurus/cnp01259772']","Rivet, André",https://pid.phaidra.org/vocabulary/22MC-HGZ5
['https://www.wikidata.org/wiki/Q43423'],Aesop,https://pid.phaidra.org/vocabulary/FBNT-6N9W
[],"Berasius, Anton",https://pid.phaidra.org/vocabulary/JTNM-RW55
"['https://viaf.org/viaf/4948231/', 'https://data.cerl.org/thesaurus/cnp01322477', 'https://www.wikidata.org/wiki/Q1652176']",Leon Modena,https://pid.phaidra.org/vocabulary/EFB2-71WS
[],"Geidlenus, Arnoldus",https://pid.phaidra.org/vocabulary/8BCW-ZCA1
[],"Cecius, Georgius",https://pid.phaidra.org/vocabulary/FKQY-S57B
[],"Francheim, Marcellus",https://pid.phaidra.org/vocabulary/RT91-CHVE
[],"Eschevin, Jean",https://pid.phaidra.org/vocabulary/WSC9-0RSN
[],Levinus Kamrathus,https://pid.phaidra.org/vocabulary/G1TY-WG3U
[],M. Tobia,https://pid.phaidra.org/vocabulary/R8YC-YCGW
"['https://www.wikidata.org/wiki/Q17166928', 'https://viaf.org/viaf/27055763/', 'https://data.cerl.org/thesaurus/cnp00385413']","Pignoria, Lorenzo",https://pid.phaidra.org/vocabulary/RS47-6VMK
['https://www.wikidata.org/wiki/Q443510'],Hesychius of Alexandria,https://pid.phaidra.org/vocabulary/F5TQ-Q7CN
[],Alessandro Orsini,https://pid.phaidra.org/vocabulary/F6TX-0T5M
[],Clessalius,https://pid.phaidra.org/vocabulary/E8ZM-2QB4
[],Nitschius,https://pid.phaidra.org/vocabulary/2JSH-PY44
"['https://viaf.org/viaf/46804951/', 'https://www.wikidata.org/wiki/Q1866375', 'https://data.cerl.org/thesaurus/cnp01235540']","Goltzius, Hubert",https://pid.phaidra.org/vocabulary/K4AG-K2HT
['https://data.cerl.org/thesaurus/cnp01318161'],Photius,https://pid.phaidra.org/vocabulary/PX15-3T4Z
[],"Faber, Christophorus",https://pid.phaidra.org/vocabulary/GDBA-JGQG
[],Saadiak Haggam,https://pid.phaidra.org/vocabulary/RH8N-305S
[],Balthasar Venator,https://pid.phaidra.org/vocabulary/CER8-BJJ0
"['https://data.cerl.org/thesaurus/cnp00166494', 'https://viaf.org/viaf/121882476/', 'https://www.wikidata.org/wiki/Q10324035']",Manuel Kalekas,https://pid.phaidra.org/vocabulary/64RP-20CT
"['https://data.cerl.org/thesaurus/cnp01376015', 'https://www.wikidata.org/wiki/Q3893150', 'https://viaf.org/viaf/34673342/']","Collenuccio, Pandolfo",https://pid.phaidra.org/vocabulary/QB07-BD6U
"['https://viaf.org/viaf/122217220/', 'https://www.wikidata.org/wiki/Q1343514', 'https://data.cerl.org/thesaurus/cnp01154874']","Delrio, Martin Anton",https://pid.phaidra.org/vocabulary/6247-2NW2
"['https://data.cerl.org/thesaurus/cnp01149092', 'https://de.wikipedia.org/wiki/Johann_Lieb', 'http://viaf.org/viaf/80433805', 'https://www.wikidata.org/wiki/Q94786571']","Lieb, Johann",https://pid.phaidra.org/vocabulary/C0K3-N5EA
[],"Geisenberg, Georg von",https://pid.phaidra.org/vocabulary/K6XY-R92H
[],"Baile, Guillaume",https://pid.phaidra.org/vocabulary/9RQM-NXYS
['https://www.wikidata.org/wiki/Q317072'],"Climacus, Johannes",https://pid.phaidra.org/vocabulary/376X-WCCS
[],"De la Croix, Petrus",https://pid.phaidra.org/vocabulary/KJFV-41JP
[],"Four, Jacobus",https://pid.phaidra.org/vocabulary/14J8-X844
[],"Ranft, Christoph",https://pid.phaidra.org/vocabulary/NZER-8RXD
[],"Van Zill, Jacob",https://pid.phaidra.org/vocabulary/CA1G-KM75
"['https://www.wikidata.org/wiki/Q39837', 'https://viaf.org/viaf/19688718/', 'https://data.cerl.org/thesaurus/cnp01230916']",Averroes,https://pid.phaidra.org/vocabulary/CZ6J-Z36N
[],Thomas,https://pid.phaidra.org/vocabulary/B2MB-6FGJ
[],"Kruger, Johann",https://pid.phaidra.org/vocabulary/Q8E5-KT14
[],"Huter, Johannes de",https://pid.phaidra.org/vocabulary/D9P4-19JX
['https://www.wikidata.org/wiki/Q26825'],Herodotus,https://pid.phaidra.org/vocabulary/CY6J-JQZ8
"['https://www.wikidata.org/wiki/Q313817', 'https://data.cerl.org/thesaurus/cnp00585647', 'https://viaf.org/viaf/76491060/']",George Villiers,https://pid.phaidra.org/vocabulary/8WJS-VFY5
"['https://data.cerl.org/thesaurus/cnp01259291', 'https://www.wikidata.org/wiki/Q32500', 'https://viaf.org/viaf/88598818/']",Charles V,https://pid.phaidra.org/vocabulary/X5DA-4P61
"['https://www.wikidata.org/wiki/Q944098', 'https://data.cerl.org/thesaurus/cnp01302162', 'https://viaf.org/viaf/95235826/']","Duplessis-Mornay, Philippe",https://pid.phaidra.org/vocabulary/ZAVY-HW68
"['https://www.wikidata.org/wiki/Q2372712', 'http://viaf.org/viaf/76341538', 'https://data.cerl.org/thesaurus/cnp01324199']","Coton, Pierre",https://pid.phaidra.org/vocabulary/PWT0-7HKY
[],Murād Beg,https://pid.phaidra.org/vocabulary/9GRJ-MQ6J
[],Hippin,https://pid.phaidra.org/vocabulary/P236-0SJ5
['https://data.cerl.org/thesaurus/cnp01877448'],"Sarmasághy, Zsigmond",https://pid.phaidra.org/vocabulary/DASM-8W0Q
"['https://www.wikidata.org/wiki/Q363852', 'https://data.cerl.org/thesaurus/cnp00990026', 'https://viaf.org/viaf/67257819/']",Moses bar Kepha,https://pid.phaidra.org/vocabulary/6HBV-4Z69
['https://www.deutsche-digitale-bibliothek.de/item/IPCFMDWS6OMCLQBXOWWSUID66BCACCLJ'],"Weigenmaier, Georg",https://pid.phaidra.org/vocabulary/F5QT-EXPU
"['https://viaf.org/viaf/32154389/', 'https://data.cerl.org/thesaurus/cnp00401263', 'https://www.wikidata.org/wiki/Q318820']",Benjamin of Tudela,https://pid.phaidra.org/vocabulary/HZZ7-70K2
"['https://data.cerl.org/thesaurus/cnp00404087', 'https://viaf.org/viaf/102329138/', 'https://www.wikidata.org/wiki/Q172926']",Proclus of Constantinople,https://pid.phaidra.org/vocabulary/N1B2-QXM0
['https://opac.vatlib.it/auth/detail/495_253179'],"De Rasyr, Aegidius",https://pid.phaidra.org/vocabulary/ZTQ3-H2KE
"['https://www.wikidata.org/wiki/Q605328', 'https://viaf.org/viaf/41850039/', 'https://data.cerl.org/thesaurus/cnp01271108']","Salmasius, Claudius",https://pid.phaidra.org/vocabulary/44HQ-FWDK
"['https://viaf.org/viaf/8182275/', 'https://www.wikidata.org/wiki/Q302942', 'https://data.cerl.org/thesaurus/cnp00398645']",John Frederick,https://pid.phaidra.org/vocabulary/K4Y8-RVBF
"['https://data.cerl.org/thesaurus/cnp01319583', 'https://www.wikidata.org/wiki/Q57403', 'http://viaf.org/viaf/14778809']","Schickard, Wilhelm",https://pid.phaidra.org/vocabulary/17PE-4FMQ
[],Paul Joseph bar Zadok,https://pid.phaidra.org/vocabulary/VEET-E6NH
[],"Divinar, Philippus",https://pid.phaidra.org/vocabulary/7SHH-CM3Y
"['https://viaf.org/viaf/66476694/', 'https://www.wikidata.org/wiki/Q47595', 'https://data.cerl.org/thesaurus/cnp00397331']",Alfonso X of Castile,https://pid.phaidra.org/vocabulary/RC2N-P61M
"['https://www.wikidata.org/wiki/Q66439', 'https://d-nb.info/gnd/120084171', 'https://viaf.org/viaf/64247586/']",Yom-Tov Lipmann Heller,https://pid.phaidra.org/vocabulary/S8SY-QGRV
[],Avraham ben Efrayim Schlüter,https://pid.phaidra.org/vocabulary/F4SP-GYW4
"['https://data.cerl.org/thesaurus/cnp01340886', 'http://viaf.org/viaf/71732342', 'https://www.wikidata.org/wiki/Q4023278']","Abudacnus, Josephus (Barbatus)",https://pid.phaidra.org/vocabulary/6Q2Z-F0BT
['https://www-gewi.uni-graz.at/suppliken/en/supplikanten/407'],"Pfeiffer, Andreas",https://pid.phaidra.org/vocabulary/HF13-K1H3
[],"Van Wyningen, Jan (the Elder)",https://pid.phaidra.org/vocabulary/NBJ7-M09D
[],Egmont,https://pid.phaidra.org/vocabulary/WFSD-14MJ
"['https://www.wikidata.org/wiki/Q315163', 'https://data.cerl.org/thesaurus/cnp01881966', 'http://viaf.org/viaf/29540435']","Scaliger, Joseph Justus",https://pid.phaidra.org/vocabulary/JN6S-HV6P
[],"Heyder, Maternus",https://pid.phaidra.org/vocabulary/1A3S-C4DZ
[],"Prigglmayer, Johann",https://pid.phaidra.org/vocabulary/55MC-4AKD
[],Bartholomäus,https://pid.phaidra.org/vocabulary/ETQ1-6FDV
"['https://viaf.org/viaf/64434759/', 'https://data.cerl.org/thesaurus/cnp01163599', 'https://www.wikidata.org/wiki/Q2467875']","Sionita, Gabriel",https://pid.phaidra.org/vocabulary/2NG3-JSZT
"['https://www.wikidata.org/wiki/Q61177', 'https://viaf.org/viaf/300725564/', 'https://data.cerl.org/thesaurus/cnp01014563']",Helmold of Bosau,https://pid.phaidra.org/vocabulary/XE9M-3Q1P
[],Paolo Savelli,https://pid.phaidra.org/vocabulary/275W-TGTD
[],Disciple of Erpenius,https://pid.phaidra.org/vocabulary/GXVT-FWNP
[],P. Ferdinandus,https://pid.phaidra.org/vocabulary/K8RV-KGWP
"['https://data.cerl.org/thesaurus/cnp01109735', 'http://viaf.org/viaf/22959048']","Reichel, Servatius",https://pid.phaidra.org/vocabulary/6QXM-7WT6
[],Gyorgy III,https://pid.phaidra.org/vocabulary/66YW-NN1N
['https://www.wikidata.org/wiki/Q317900'],"Baronio, Cesare",https://pid.phaidra.org/vocabulary/RCHB-27FG
"['https://data.cerl.org/thesaurus/cnp01322104', 'https://www.wikidata.org/wiki/Q1852000', 'https://viaf.org/viaf/293459163/']",Moses Narboni,https://pid.phaidra.org/vocabulary/STXR-S8EH
"['https://isni.oclc.org/xslt/DB=1.2/CMD?ACT=SRCH&IKT=8006&TRM=ISN%3A0000%200001%202101%20205X', 'https://viaf.org/viaf/49275800/', 'https://www.wikidata.org/wiki/Q534683', 'https://opac.vatlib.it/auth/detail/495_46149', 'https://data.cerl.org/thesaurus/cnp01101383']","Barberini, Francesco",https://pid.phaidra.org/vocabulary/4NRF-7S6X
"['https://viaf.org/viaf/100185495/', 'https://www.wikidata.org/wiki/Q127398', 'https://data.cerl.org/thesaurus/cnp01445988']",Maimonides,https://pid.phaidra.org/vocabulary/3H4K-ETY8
[],"Analus, Isaac",https://pid.phaidra.org/vocabulary/7DT1-FK0J
"['https://data.cerl.org/thesaurus/cnp01225183', 'https://www.wikidata.org/wiki/Q6216160', 'http://viaf.org/viaf/77154301']",Nicolaus Stupanus,https://pid.phaidra.org/vocabulary/P28R-Z35D
[],"Kholler, Luca",https://pid.phaidra.org/vocabulary/H32B-Y9QU
"['https://www.wikidata.org/wiki/Q948156', 'https://viaf.org/viaf/64030773/', 'https://data.cerl.org/thesaurus/cnp01324006']","Postel, Guillaume",https://pid.phaidra.org/vocabulary/KM4Z-XBEX
[],"Ostermayer, Gerardus",https://pid.phaidra.org/vocabulary/9CKR-GDRV
[],Signor dottor Morelli,https://pid.phaidra.org/vocabulary/VJNW-AJ4C
[],P. Martinus,https://pid.phaidra.org/vocabulary/SSVZ-TR5W
['https://www.wikidata.org/wiki/Q29331371'],Agostino Morosini,https://pid.phaidra.org/vocabulary/MZP5-2WSS
"['https://www.wikidata.org/wiki/Q1279150', 'https://data.cerl.org/thesaurus/cnp00461229', 'http://viaf.org/viaf/34728682']","Kieser, Eberhard",https://pid.phaidra.org/vocabulary/78XQ-HZXR
"['https://data.cerl.org/thesaurus/cnp00396082', 'https://www.wikidata.org/wiki/Q1187608', 'https://viaf.org/viaf/51717250/']","Pétau, Denis",https://pid.phaidra.org/vocabulary/R09F-FB6B
"['https://www.wikidata.org/wiki/Q55885489', 'https://viaf.org/viaf/77197375/', 'https://data.cerl.org/thesaurus/cni00075675']","Schönwetter, Johann Gottfried",https://pid.phaidra.org/vocabulary/VTE4-A8C2
"['http://viaf.org/viaf/103705705', 'https://www.wikidata.org/wiki/Q1690934', 'https://data.cerl.org/thesaurus/cnp01205870']","Enenkel, Job Hartmann von",https://pid.phaidra.org/vocabulary/G8N5-AA9N
[],Bontijs,https://pid.phaidra.org/vocabulary/QBQF-RCQZ
[],Gualterus,https://pid.phaidra.org/vocabulary/DWA1-R9P5
"['https://data.cerl.org/thesaurus/cnp02224927', 'https://viaf.org/viaf/122020207/', 'https://www.wikidata.org/wiki/Q1986888']","Serarius, Nicolaus",https://pid.phaidra.org/vocabulary/AHNW-QK0A
"['https://data.cerl.org/thesaurus/cnp00399700', 'https://www.wikidata.org/wiki/Q236594', 'https://viaf.org/viaf/179144928062154340024/']",Sextus Empiricus,https://pid.phaidra.org/vocabulary/KKT3-Q7WC
[],"Alexandrinus, Georgius",https://pid.phaidra.org/vocabulary/7S4R-TZBW
[],Schöner,https://pid.phaidra.org/vocabulary/BKE3-YGNN
"['https://www.wikidata.org/wiki/Q71599', 'https://data.cerl.org/thesaurus/cnp01162824', 'https://viaf.org/viaf/41947846/']","Buxtorf, Johannes",https://pid.phaidra.org/vocabulary/8VN7-HQN0
"['https://data.cerl.org/thesaurus/cnp01016917', 'https://www.wikidata.org/wiki/Q55226454', 'https://viaf.org/viaf/316424749/']","Capello, Marcantonio",https://pid.phaidra.org/vocabulary/AT0V-E8KT
[],"Pleunis, Fredericus",https://pid.phaidra.org/vocabulary/PGZG-S3X2
"['https://www.wikidata.org/wiki/Q313494', 'https://data.cerl.org/thesaurus/cnp00974048?lang=fr', 'http://viaf.org/viaf/34616772']","Bethlen, Gabriel",https://pid.phaidra.org/vocabulary/R7NK-RH7N
[],Baro Moravus Wenzelickius,https://pid.phaidra.org/vocabulary/W0DJ-4S9S
[],Elias Cretensis,https://pid.phaidra.org/vocabulary/70MQ-0HNJ
[],Hugo Andemius,https://pid.phaidra.org/vocabulary/56R5-XJV5
"['https://www.wikidata.org/wiki/Q47364864', 'https://viaf.org/viaf/233177708/', 'https://d-nb.info/gnd/102081490X']","Slavata, Joachim von",https://pid.phaidra.org/vocabulary/EM4W-N09E
"['https://data.cerl.org/thesaurus/cnp00121049', 'https://www.wikidata.org/wiki/Q118639']","Schindler, Valentin",https://pid.phaidra.org/vocabulary/ST05-T6T2
[],"Conopeus, Paulus",https://pid.phaidra.org/vocabulary/71KF-RB8Z
